record_id;month;day;year;plot;species_id;sex;wgt
806;4;9;1978;4;DS;F;118
807;4;9;1978;17;DM;F;43
808;4;9;1978;11;DS;F;132
809;4;9;1978;11;DS;F;75
810;4;9;1978;14;DM;F;49
811;4;9;1978;19;;;
812;4;9;1978;23;;;
813;4;10;1978;1;SA;;
814;4;10;1978;1;DS;M;168
815;4;10;1978;1;DM;F;43
816;4;10;1978;18;DS;F;84
817;4;10;1978;12;DM;F;
818;4;10;1978;1;DS;F;87
819;4;10;1978;12;DS;F;117
820;4;10;1978;18;DM;F;42
821;4;10;1978;16;DM;F;41
822;4;10;1978;1;DS;F;140
823;4;10;1978;18;DM;F;40
824;4;10;1978;12;DM;M;45
825;4;10;1978;18;NA;M;225
826;4;10;1978;16;OT;M;18
827;4;10;1978;15;DM;M;47
828;4;10;1978;18;DM;;48
829;4;10;1978;1;DS;M;89
830;4;10;1978;18;DM;M;51
831;4;10;1978;7;;;
832;4;10;1978;10;;;
833;5;6;1978;2;PF;M;8
834;5;6;1978;22;DM;M;47
835;5;6;1978;2;DS;M;149
836;5;6;1978;9;DS;F;124
837;5;6;1978;6;DS;F;73
838;5;6;1978;2;DM;M;48
839;5;6;1978;9;DS;M;139
840;5;6;1978;6;DM;M;41
841;5;6;1978;20;DS;M;123
842;5;6;1978;2;DM;F;41
843;5;6;1978;22;DS;F;114
844;5;6;1978;9;DS;F;59
845;5;6;1978;2;NA;M;204
846;5;6;1978;9;DS;F;90
847;5;6;1978;20;DM;M;45
848;5;6;1978;22;NA;M;212
849;5;6;1978;2;DM;M;43
850;5;6;1978;22;DS;F;91
851;5;6;1978;9;DS;M;50
852;5;6;1978;13;DM;M;44
853;5;6;1978;9;DS;F;113
854;5;6;1978;9;DM;M;36
855;5;6;1978;9;DS;F;90
856;5;6;1978;9;DM;F;50
857;5;6;1978;13;SS;;
858;5;6;1978;3;;;
859;5;6;1978;21;OT;F;9
860;5;17;1978;14;OL;M;
861;5;17;1978;21;OL;F;29
862;5;17;1978;5;DS;M;137
863;5;17;1978;5;DS;M;57
864;5;17;1978;12;DS;F;121
865;5;17;1978;20;DM;F;31
866;5;17;1978;12;DM;F;41
867;5;17;1978;6;DM;M;37
868;5;17;1978;6;DS;F;83
869;5;17;1978;20;NA;F;174
870;5;17;1978;22;DS;F;116
871;5;17;1978;6;DS;F;74
872;5;17;1978;20;DS;M;130
873;5;17;1978;22;DS;F;
874;5;17;1978;20;DM;M;40
875;5;17;1978;5;NA;F;212
876;5;17;1978;6;DM;M;41
877;5;17;1978;12;DS;F;83
878;5;17;1978;19;;;
879;5;17;1978;23;;;
880;5;18;1978;16;DM;M;48
881;5;18;1978;18;DM;F;41
882;5;18;1978;11;DS;M;118
883;5;18;1978;17;PM;F;22
884;5;18;1978;18;DS;M;102
885;5;18;1978;11;DM;M;42
886;5;18;1978;3;NA;F;182
887;5;18;1978;11;DM;F;29
888;5;18;1978;17;DM;M;23
889;5;18;1978;18;DS;F;138
890;5;18;1978;17;DS;M;131
891;5;18;1978;17;DM;M;41
892;5;18;1978;17;DS;F;115
893;5;18;1978;14;DS;F;121
894;5;18;1978;17;DM;F;38
895;5;18;1978;4;DS;M;126
896;5;18;1978;4;DS;F;120
897;5;18;1978;11;PP;M;15
898;5;18;1978;11;DM;F;29
899;5;18;1978;18;DM;F;43
900;5;18;1978;15;DM;M;41
901;5;18;1978;4;DS;F;68
902;5;18;1978;4;DS;M;83
903;5;18;1978;14;DM;M;
904;5;18;1978;11;DS;F;97
905;5;18;1978;17;DM;M;21
906;5;18;1978;11;DM;M;21
907;5;18;1978;14;DM;F;44
908;5;18;1978;17;DO;M;18
909;5;18;1978;4;DM;M;40
910;5;18;1978;17;DM;F;41
911;5;19;1978;9;DS;F;129
912;5;19;1978;2;DS;M;148
913;5;19;1978;1;DM;M;42
914;5;19;1978;2;DM;F;41
915;5;19;1978;13;OT;F;24
916;5;19;1978;8;DS;F;108
917;5;19;1978;1;DS;M;160
918;5;19;1978;2;OT;F;30
919;5;19;1978;8;DO;M;54
920;5;19;1978;8;PF;F;7
921;5;19;1978;8;DS;F;125
922;5;19;1978;1;DS;M;100
923;5;19;1978;1;DM;M;21
924;5;19;1978;2;DM;M;49
925;5;19;1978;9;DM;M;35
926;5;19;1978;1;DO;M;37
927;5;19;1978;9;DS;F;64
928;5;19;1978;1;DS;F;131
929;5;19;1978;1;DS;M;54
930;5;19;1978;2;DM;M;44
931;5;19;1978;9;DS;F;90
932;5;19;1978;1;DM;F;39
933;5;19;1978;2;PP;F;13
934;5;19;1978;2;DS;F;114
935;5;19;1978;7;;;
936;5;19;1978;10;;;
937;6;8;1978;12;DS;M;90
938;6;8;1978;20;DM;M;46
939;6;8;1978;8;DS;F;110
940;6;8;1978;11;DS;M;119
941;6;8;1978;17;DM;M;29
942;6;8;1978;20;DM;M;48
943;6;8;1978;8;SS;;
944;6;8;1978;9;DS;F;124
945;6;8;1978;12;DS;F;84
946;6;8;1978;11;DM;F;43
947;6;8;1978;17;DM;F;43
948;6;8;1978;9;DM;M;40
949;6;8;1978;22;DS;F;120
950;6;8;1978;8;DO;F;55
951;6;8;1978;17;OL;F;29
952;6;8;1978;20;DM;F;26
953;6;8;1978;12;DS;F;115
954;6;8;1978;22;DM;M;45
955;6;8;1978;9;DS;M;70
956;6;8;1978;17;DS;F;123
957;6;8;1978;12;DM;F;16
958;6;8;1978;20;DM;F;42
959;6;8;1978;8;DS;F;125
960;6;8;1978;12;DM;M;19
961;6;8;1978;8;DO;M;55
962;6;8;1978;22;DS;F;117
963;6;8;1978;17;DS;M;133
964;6;8;1978;9;DM;M;36
965;6;8;1978;9;DS;F;71
966;6;8;1978;17;DM;M;29
967;6;8;1978;22;DS;F;99
968;6;8;1978;22;PF;M;7
969;6;8;1978;21;PF;M;8
970;6;8;1978;12;DM;F;39
971;6;8;1978;17;NA;F;135
972;6;8;1978;9;DS;F;94
973;6;8;1978;9;DS;F;100
974;6;8;1978;11;DS;F;98
975;6;8;1978;17;DM;F;43
976;6;8;1978;8;PF;F;8
977;6;8;1978;17;DO;M;23
978;6;8;1978;21;OT;M;12
979;6;8;1978;11;DM;M;26
980;6;8;1978;20;DS;M;124
981;6;8;1978;11;PP;M;15
982;6;8;1978;12;DS;F;84
983;6;8;1978;7;;;
984;6;8;1978;10;;;
985;6;8;1978;19;;;
986;6;8;1978;23;;;
987;6;9;1978;6;DM;M;24
988;6;9;1978;18;DS;;
989;6;9;1978;4;DS;M;122
990;6;9;1978;2;NA;M;200
991;6;9;1978;13;PP;M;17
992;6;9;1978;14;DM;M;46
993;6;9;1978;2;DS;M;149
994;6;9;1978;18;DM;F;23
995;6;9;1978;2;PF;M;8
996;6;9;1978;18;DS;F;136
997;6;9;1978;18;DS;M;102
998;6;9;1978;14;DS;F;122
999;6;9;1978;18;DM;F;40
1000;6;9;1978;5;DS;F;71
1001;6;9;1978;18;DM;F;42
1002;6;9;1978;14;SS;M;130
1003;6;9;1978;1;DS;M;160
1004;6;9;1978;6;DS;F;82
1005;6;9;1978;5;DS;M;134
1006;6;9;1978;6;DM;M;38
1007;6;9;1978;1;DM;F;40
1008;6;9;1978;18;DM;F;37
1009;6;9;1978;3;OT;F;29
1010;6;9;1978;13;DS;F;107
1011;6;9;1978;1;DS;M;100
1012;6;9;1978;6;DS;M;32
1013;6;9;1978;1;DO;M;38
1014;6;9;1978;6;DS;F;73
1015;6;9;1978;1;DS;F;134
1016;6;9;1978;4;DS;F;119
1017;6;9;1978;5;DM;F;50
1018;6;9;1978;2;DM;M;43
1019;6;9;1978;1;DS;F;59
1020;6;9;1978;16;DM;M;48
1021;6;9;1978;1;DS;M;58
1022;6;9;1978;6;DM;M;41
1023;6;9;1978;4;DS;F;81
1024;6;9;1978;4;DS;M;93
1025;6;9;1978;14;DM;M;28
1026;6;9;1978;13;OL;M;44
1027;6;9;1978;13;OT;F;28
1028;6;9;1978;13;DM;F;24
1029;6;9;1978;18;NA;M;232
1030;6;9;1978;15;;;
1031;7;7;1978;9;DS;F;127
1032;7;7;1978;11;PP;M;16
1033;7;7;1978;12;DM;F;44
1034;7;7;1978;17;DM;M;35
1035;7;7;1978;12;DM;M;17
1036;7;7;1978;12;DS;F;122
1037;7;7;1978;11;DS;M;122
1038;7;7;1978;20;DM;F;32
1039;7;7;1978;11;DM;F;48
1040;7;7;1978;12;DS;M;95
1041;7;7;1978;17;DM;M;45
1042;7;7;1978;8;DO;M;51
1043;7;7;1978;17;DM;M;47
1044;7;7;1978;22;DS;F;119
1045;7;7;1978;8;DS;F;124
1046;7;7;1978;12;DS;F;87
1047;7;7;1978;6;DS;F;85
1048;7;7;1978;8;DM;F;
1049;7;7;1978;9;DM;M;36
1050;7;7;1978;22;DS;F;123
1051;7;7;1978;8;DS;F;111
1052;7;7;1978;17;DM;F;39
1053;7;7;1978;12;DM;M;27
1054;7;7;1978;22;DS;F;105
1055;7;7;1978;17;DS;M;132
1056;7;7;1978;17;DM;F;45
1057;7;7;1978;11;DS;F;96
1058;7;7;1978;12;DM;F;40
1059;7;7;1978;17;DS;F;120
1060;7;7;1978;12;DM;M;43
1061;7;7;1978;2;DM;F;46
1062;7;7;1978;2;DM;F;43
1063;7;7;1978;9;DS;F;86
1064;7;7;1978;21;PF;M;8
1065;7;7;1978;9;DM;M;34
1066;7;7;1978;12;DS;M;106
1067;7;7;1978;12;OT;F;22
1068;7;7;1978;17;OL;F;29
1069;7;7;1978;9;DS;F;98
1070;7;7;1978;17;DO;M;33
1071;7;7;1978;7;;;
1072;7;7;1978;10;;;
1073;7;7;1978;19;;;
1074;7;7;1978;23;;;
1075;7;8;1978;13;DM;M;46
1076;7;8;1978;15;PP;F;12
1077;7;8;1978;4;DS;M;130
1078;7;8;1978;15;PP;F;10
1079;7;8;1978;18;DS;M;106
1080;7;8;1978;14;DM;F;39
1081;7;8;1978;14;NA;M;113
1082;7;8;1978;1;DM;F;45
1083;7;8;1978;3;NA;F;115
1084;7;8;1978;4;DM;F;36
1085;7;8;1978;18;DM;M;24
1086;7;8;1978;14;DS;F;120
1087;7;8;1978;3;NA;M;190
1088;7;8;1978;14;PP;M;10
1089;7;8;1978;16;DM;M;48
1090;7;8;1978;18;DM;F;29
1091;7;8;1978;18;DS;F;131
1092;7;8;1978;13;DM;F;34
1093;7;8;1978;1;DS;M;101
1094;7;8;1978;18;DM;F;37
1095;7;8;1978;5;DM;F;47
1096;7;8;1978;5;DS;M;133
1097;7;8;1978;1;DS;M;63
1098;7;8;1978;16;DM;M;46
1099;7;8;1978;4;DS;F;81
1100;7;8;1978;5;DS;M;71
1101;7;8;1978;1;DS;F;65
1102;7;8;1978;4;DS;F;80
1103;7;8;1978;1;DS;F;130
1104;7;8;1978;14;DM;F;47
1105;7;8;1978;4;DS;F;118
1106;7;8;1978;4;DS;M;91
1107;8;4;1978;12;DS;F;120
1108;8;4;1978;17;PE;M;19
1109;8;4;1978;22;DM;M;45
1110;8;4;1978;17;PE;F;14
1111;8;4;1978;8;DS;F;122
1112;8;4;1978;17;DM;M;37
1113;8;4;1978;20;DM;F;36
1114;8;4;1978;21;OT;;19
1115;8;4;1978;12;DS;F;95
1116;8;4;1978;12;PP;M;18
1117;8;4;1978;20;OL;M;17
1118;8;4;1978;17;DS;F;123
1119;8;4;1978;12;NA;M;189
1120;8;4;1978;11;DM;F;17
1121;8;4;1978;17;DM;M;50
1122;8;4;1978;11;DS;M;126
1123;8;4;1978;17;DM;F;44
1124;8;4;1978;21;PF;M;8
1125;8;4;1978;12;DM;M;44
1126;8;4;1978;20;PP;F;13
1127;8;4;1978;9;DM;M;39
1128;8;4;1978;22;DS;F;115
1129;8;4;1978;17;DO;M;38
1130;8;4;1978;17;DS;M;138
1131;8;4;1978;20;NA;F;179
1132;8;4;1978;19;PM;F;21
1133;8;4;1978;12;DS;M;105
1134;8;4;1978;11;DM;F;43
1135;8;4;1978;21;PP;M;14
1136;8;4;1978;12;DM;M;32
1137;8;4;1978;8;DM;F;36
1138;8;4;1978;9;DM;M;40
1139;8;4;1978;11;DM;M;36
1140;8;4;1978;19;PM;M;19
1141;8;4;1978;9;DS;F;139
1142;8;4;1978;21;OL;M;20
1143;8;4;1978;11;DS;F;108
1144;8;4;1978;19;OT;M;12
1145;8;4;1978;12;DM;F;39
1146;8;4;1978;17;NA;F;149
1147;8;4;1978;10;;;
1148;8;5;1978;6;DM;F;43
1149;8;5;1978;16;DM;M;48
1150;8;5;1978;18;DM;F;33
1151;8;5;1978;2;DS;M;165
1152;8;5;1978;13;DM;F;41
1153;8;5;1978;18;DS;M;112
1154;8;5;1978;4;DM;F;35
1155;8;5;1978;6;DS;F;100
1156;8;5;1978;18;DS;M;
1157;8;5;1978;4;DM;F;34
1158;8;5;1978;5;DS;F;88
1159;8;5;1978;2;DM;F;31
1160;8;5;1978;14;DS;F;123
1161;8;5;1978;6;PF;F;6
1162;8;5;1978;5;DS;M;137
1163;8;5;1978;18;DS;F;
1164;8;5;1978;2;NA;M;199
1165;8;5;1978;13;DS;F;
1166;8;5;1978;4;DS;M;96
1167;8;5;1978;18;DM;F;41
1168;8;5;1978;15;NA;F;196
1169;8;5;1978;1;DS;M;100
1170;8;5;1978;6;DM;M;40
1171;8;5;1978;1;DS;;130
1172;8;5;1978;6;DS;F;98
1173;8;5;1978;13;DM;F;34
1174;8;5;1978;13;OL;F;29
1175;8;5;1978;16;OL;M;
1176;8;5;1978;18;DM;F;36
1177;8;5;1978;14;DM;M;36
1178;8;5;1978;16;DM;M;49
1179;8;5;1978;18;DM;M;30
1180;8;5;1978;4;DS;F;83
1181;8;5;1978;15;PP;F;14
1182;8;5;1978;1;DS;F;88
1183;8;5;1978;2;DM;F;47
1184;8;5;1978;14;DM;F;43
1185;8;5;1978;1;DS;F;136
1186;8;5;1978;4;DS;F;82
1187;8;5;1978;16;OL;F;33
1188;8;5;1978;1;DS;M;70
1189;8;5;1978;4;DS;F;119
1190;8;5;1978;13;OL;M;
1191;8;5;1978;5;DS;F;115
1192;8;5;1978;3;;;
1193;8;5;1978;7;;;
1194;8;5;1978;23;;;
1195;9;3;1978;11;DM;M;
1196;9;3;1978;17;OL;F;33
1197;9;3;1978;12;NA;F;158
1198;9;3;1978;17;DM;M;46
1199;9;3;1978;12;DS;M;107
1200;9;3;1978;11;DS;M;126
1201;9;3;1978;12;PP;M;19
1202;9;3;1978;7;PE;F;24
1203;9;3;1978;11;DM;F;45
1204;9;3;1978;12;NA;M;189
1205;9;3;1978;8;DS;F;122
1206;9;3;1978;20;DM;F;39
1207;9;3;1978;12;DM;F;31
1208;9;3;1978;11;DM;M;30
1209;9;3;1978;12;DS;F;124
1210;9;3;1978;8;DO;M;54
1211;9;3;1978;9;DS;F;133
1212;9;3;1978;17;DS;F;122
1213;9;3;1978;22;DS;F;110
1214;9;3;1978;21;PF;M;7
1215;9;3;1978;17;DM;M;52
1216;9;3;1978;17;DM;M;49
1217;9;3;1978;20;PF;M;8
1218;9;3;1978;7;PE;M;19
1219;9;3;1978;9;DM;M;43
1220;9;3;1978;20;NA;F;181
1221;9;3;1978;11;PP;F;14
1222;9;3;1978;11;OT;M;24
1223;9;3;1978;22;DS;F;128
1224;9;3;1978;17;DS;M;136
1225;9;3;1978;9;DS;F;100
1226;9;3;1978;17;DM;F;44
1227;9;3;1978;11;PP;M;13
1228;9;3;1978;8;DM;F;40
1229;9;3;1978;9;DM;M;41
1230;9;3;1978;19;PF;M;6
1231;9;3;1978;20;DS;M;127
1232;9;3;1978;9;PF;M;7
1233;9;3;1978;21;OL;M;24
1234;9;3;1978;8;DS;F;134
1235;9;3;1978;11;OT;F;20
1236;9;3;1978;21;PP;M;15
1237;9;3;1978;17;OT;M;
1238;9;3;1978;22;DS;F;125
1239;9;3;1978;12;DS;F;100
1240;9;3;1978;19;PE;F;13
1241;9;3;1978;12;DM;M;37
1242;9;3;1978;8;DM;F;40
1243;9;3;1978;9;DS;F;114
1244;9;3;1978;11;DS;F;110
1245;9;3;1978;11;DM;M;41
1246;9;3;1978;8;PF;M;8
1247;9;3;1978;12;DM;M;47
1248;9;3;1978;10;;;
1249;9;3;1978;23;;;
1250;9;4;1978;3;NA;F;141
1251;9;4;1978;6;DM;F;46
1252;9;4;1978;14;DM;F;40
1253;9;4;1978;13;OL;M;36
1254;9;4;1978;18;DS;M;107
1255;9;4;1978;4;DM;F;39
1256;9;4;1978;3;OT;M;27
1257;9;4;1978;3;PP;F;13
1258;9;4;1978;13;DM;;
1259;9;4;1978;14;DM;M;47
1260;9;4;1978;18;DS;F;134
1261;9;4;1978;2;NA;M;197
1262;9;4;1978;5;DM;F;39
1263;9;4;1978;13;DS;F;86
1264;9;4;1978;15;PP;F;15
1265;9;4;1978;15;PF;F;6
1266;9;4;1978;2;DS;M;158
1267;9;4;1978;4;DS;M;118
1268;9;4;1978;1;DS;F;123
1269;9;4;1978;2;DM;F;41
1270;9;4;1978;5;DM;F;49
1271;9;4;1978;1;DS;M;124
1272;9;4;1978;2;DM;F;42
1273;9;4;1978;14;DS;F;
1274;9;4;1978;6;DS;F;106
1275;9;4;1978;3;PF;F;7
1276;9;4;1978;18;DM;M;38
1277;9;4;1978;2;DM;F;47
1278;9;4;1978;6;DS;F;114
1279;9;4;1978;3;DM;M;
1280;9;4;1978;5;DS;M;140
1281;9;4;1978;3;SS;;
1282;9;4;1978;4;PF;F;6
1283;9;4;1978;2;PE;F;20
1284;9;4;1978;6;DO;M;45
1285;9;4;1978;14;NA;M;118
1286;9;4;1978;3;OT;F;28
1287;9;4;1978;13;DS;F;112
1288;9;4;1978;1;OT;M;20
1289;9;4;1978;14;DM;F;47
1290;9;4;1978;18;DM;F;
1291;9;4;1978;5;DM;F;38
1292;9;4;1978;4;DS;F;77
1293;9;4;1978;5;DS;F;126
1294;9;4;1978;2;PP;M;19
1295;9;4;1978;18;PE;F;16
1296;9;4;1978;1;DS;F;138
1297;9;4;1978;4;DS;F;125
1298;9;4;1978;5;DS;F;106
1299;9;4;1978;6;DM;M;43
1300;9;4;1978;13;DM;F;38
1301;9;4;1978;2;PE;M;17
1302;9;4;1978;4;DM;F;37
1303;9;4;1978;16;;;
1304;10;6;1978;1;DM;F;
1305;10;6;1978;1;DS;F;120
1306;10;6;1978;1;DM;F;38
1307;10;6;1978;1;DS;M;125
1308;10;6;1978;1;DS;F;
1309;10;6;1978;1;DM;F;51
1310;10;7;1978;20;DM;F;41
1311;10;7;1978;9;OT;M;18
1312;10;7;1978;11;DM;F;45
1313;10;7;1978;17;OL;M;30
1314;10;7;1978;8;DS;F;118
1315;10;7;1978;11;DS;M;108
1316;10;7;1978;21;OL;M;30
1317;10;7;1978;11;DM;M;45
1318;10;7;1978;11;PP;F;15
1319;10;7;1978;12;NA;;
1320;10;7;1978;20;DM;F;35
1321;10;7;1978;8;DO;M;50
1322;10;7;1978;12;DM;F;41
1323;10;7;1978;22;DS;F;112
1324;10;7;1978;9;DM;F;41
1325;10;7;1978;9;DS;F;129
1326;10;7;1978;20;DS;M;131
1327;10;7;1978;11;DO;M;45
1328;10;7;1978;17;DM;F;41
1329;10;7;1978;12;DM;M;40
1330;10;7;1978;17;DS;M;134
1331;10;7;1978;9;DS;M;132
1332;10;7;1978;17;DM;F;42
1333;10;7;1978;17;DS;F;121
1334;10;7;1978;12;DS;F;120
1335;10;7;1978;9;DS;F;98
1336;10;7;1978;22;DS;F;124
1337;10;7;1978;12;NA;;
1338;10;7;1978;8;DS;F;129
1339;10;7;1978;17;DM;M;48
1340;10;7;1978;11;DS;F;118
1341;10;7;1978;9;DM;M;37
1342;10;7;1978;9;DS;F;99
1343;10;7;1978;11;PF;F;6
1344;10;7;1978;11;DM;M;38
1345;10;7;1978;20;NA;;
1346;10;7;1978;11;DM;F;41
1347;10;7;1978;7;;;
1348;10;7;1978;8;DM;F;35
1349;10;7;1978;10;;;
1350;10;7;1978;23;;;
1351;10;8;1978;2;PF;M;6
1352;10;8;1978;3;PP;F;
1353;10;8;1978;4;DM;F;36
1354;10;8;1978;5;OT;F;20
1355;10;8;1978;5;OT;M;19
1356;10;8;1978;14;DM;F;37
1357;10;8;1978;18;PF;F;7
1358;10;8;1978;5;DS;M;131
1359;10;8;1978;13;DM;F;37
1360;10;8;1978;18;DS;M;113
1361;10;8;1978;3;NA;;
1362;10;8;1978;18;SS;;
1363;10;8;1978;18;DS;M;112
1364;10;8;1978;14;DS;F;121
1365;10;8;1978;2;DS;M;149
1366;10;8;1978;3;PF;F;
1367;10;8;1978;6;DS;F;110
1368;10;8;1978;15;PP;F;16
1369;10;8;1978;6;DM;M;38
1370;10;8;1978;2;DM;F;39
1371;10;8;1978;4;DS;M;115
1372;10;8;1978;13;PF;F;7
1373;10;8;1978;18;DS;F;135
1374;10;8;1978;2;NA;;
1375;10;8;1978;13;PP;M;20
1376;10;8;1978;6;DS;F;102
1377;10;8;1978;14;NA;;
1378;10;8;1978;18;PP;M;16
1379;10;8;1978;14;DM;M;45
1380;10;8;1978;3;PF;F;6
1381;10;8;1978;5;OT;F;25
1382;10;8;1978;2;DM;F;42
1383;10;8;1978;5;DM;F;46
1384;10;8;1978;13;DS;F;106
1385;10;8;1978;13;OL;F;24
1386;10;8;1978;15;PF;F;7
1387;10;8;1978;4;DS;F;120
1388;10;8;1978;4;SS;;
1389;10;8;1978;13;DM;F;37
1390;10;8;1978;5;OT;M;25
1391;10;8;1978;13;OL;M;34
1392;10;8;1978;6;DM;M;45
1393;10;8;1978;16;;;
1394;10;8;1978;18;DM;M;39
1395;10;8;1978;19;PE;;18
1396;11;4;1978;9;DM;M;42
1397;11;4;1978;11;DM;F;37
1398;11;4;1978;17;DS;F;120
1399;11;4;1978;12;DS;F;116
1400;11;4;1978;19;PF;M;6
1401;11;4;1978;8;DS;F;124
1402;11;4;1978;1;DM;F;39
1403;11;4;1978;1;DS;M;133
1404;11;4;1978;1;DS;F;125
1405;11;4;1978;11;OT;F;23
1406;11;4;1978;9;DM;F;38
1407;11;4;1978;12;DM;M;32
1408;11;4;1978;17;DM;F;40
1409;11;4;1978;8;DO;M;54
1410;11;4;1978;11;OL;M;33
1411;11;4;1978;9;DS;F;126
1412;11;4;1978;9;DS;M;136
1413;11;4;1978;8;OL;F;28
1414;11;4;1978;17;DS;M;137
1415;11;4;1978;8;DM;F;37
1416;11;4;1978;1;DM;F;39
1417;11;4;1978;12;DM;F;42
1418;11;4;1978;8;DO;F;45
1419;11;4;1978;9;DM;F;39
1420;11;4;1978;19;OT;M;21
1421;11;4;1978;12;OT;F;22
1422;11;4;1978;1;DS;M;130
1423;11;4;1978;9;DS;F;101
1424;11;4;1978;17;DO;F;45
1425;11;4;1978;22;DS;F;129
1426;11;4;1978;11;DM;M;45
1427;11;4;1978;21;PF;F;6
1428;11;4;1978;12;DM;M;45
1429;11;4;1978;20;DS;M;130
1430;11;4;1978;9;DM;M;39
1431;11;4;1978;9;DS;F;108
1432;11;4;1978;11;OL;F;28
1433;11;4;1978;17;DM;M;49
1434;11;4;1978;11;DM;M;39
1435;11;4;1978;17;SH;M;89
1436;11;4;1978;8;OT;F;24
1437;11;4;1978;10;;;
1438;11;4;1978;23;;;
1439;11;5;1978;6;DM;M;43
1440;11;5;1978;4;DM;F;36
1441;11;5;1978;6;DM;F;41
1442;11;5;1978;13;DM;F;40
1443;11;5;1978;5;OT;M;21
1444;11;5;1978;18;DM;F;37
1445;11;5;1978;6;DM;F;36
1446;11;5;1978;15;AH;;
1447;11;5;1978;6;DS;F;111
1448;11;5;1978;14;DM;M;45
1449;11;5;1978;5;DS;M;132
1450;11;5;1978;13;DS;F;107
1451;11;5;1978;18;DS;M;119
1452;11;5;1978;18;DS;F;121
1453;11;5;1978;2;NA;M;218
1454;11;5;1978;4;DS;M;111
1455;11;5;1978;18;OL;M;37
1456;11;5;1978;6;DM;M;37
1457;11;5;1978;18;OL;M;26
1458;11;5;1978;4;DM;M;38
1459;11;5;1978;6;DS;F;105
1460;11;5;1978;18;DM;M;41
1461;11;5;1978;2;DM;F;38
1462;11;5;1978;4;OT;F;22
1463;11;5;1978;14;DS;F;121
1464;11;5;1978;18;DM;F;38
1465;11;5;1978;14;NA;M;153
1466;11;5;1978;14;DM;F;43
1467;11;5;1978;2;PE;M;22
1468;11;5;1978;13;DM;F;40
1469;11;5;1978;2;DM;F;41
1470;11;5;1978;13;SS;;
1471;11;5;1978;13;DM;F;37
1472;11;5;1978;2;OT;F;23
1473;11;5;1978;4;OT;M;28
1474;11;5;1978;3;;;
1475;11;5;1978;7;;;
1476;11;5;1978;16;;;
1477;12;2;1978;17;OL;F;28
1478;12;2;1978;19;RM;M;8
1479;12;2;1978;9;OL;M;34
1480;12;2;1978;22;DM;F;
1481;12;2;1978;9;OL;F;29
1482;12;2;1978;22;OL;M;28
1483;12;2;1978;11;DM;F;37
1484;12;2;1978;9;DS;F;128
1485;12;2;1978;17;DM;F;40
1486;12;2;1978;11;DM;M;44
1487;12;2;1978;1;DM;F;37
1488;12;2;1978;17;DS;F;119
1489;12;2;1978;12;DM;M;39
1490;12;2;1978;12;NA;M;223
1491;12;2;1978;22;OL;M;33
1492;12;2;1978;1;DM;F;38
1493;12;2;1978;11;OT;F;25
1494;12;2;1978;21;RM;F;7
1495;12;2;1978;22;OL;F;32
1496;12;2;1978;9;DM;F;41
1497;12;2;1978;20;DS;M;136
1498;12;2;1978;11;DM;M;46
1499;12;2;1978;9;DS;F;101
1500;12;2;1978;8;DO;M;52
1501;12;2;1978;8;DS;F;122
1502;12;2;1978;9;DS;F;
1503;12;2;1978;22;DS;F;118
1504;12;2;1978;12;DS;F;116
1505;12;2;1978;8;OL;F;30
1506;12;2;1978;17;DO;F;44
1507;12;2;1978;9;OL;M;44
1508;12;2;1978;22;OL;M;27
1509;12;2;1978;22;DS;F;132
1510;12;2;1978;17;OL;M;
1511;12;2;1978;1;DM;M;42
1512;12;2;1978;20;NA;F;181
1513;12;2;1978;9;DM;M;40
1514;12;2;1978;11;DM;M;38
1515;12;2;1978;22;DM;M;42
1516;12;2;1978;17;OL;M;32
1517;12;2;1978;10;;;
1518;12;2;1978;23;;;
1519;12;3;1978;2;DM;M;46
1520;12;3;1978;14;DS;F;120
1521;12;3;1978;6;DS;F;113
1522;12;3;1978;13;DM;F;42
1523;12;3;1978;18;DM;F;44
1524;12;3;1978;5;DM;F;37
1525;12;3;1978;18;DS;M;126
1526;12;3;1978;18;DS;F;124
1527;12;3;1978;6;DS;F;111
1528;12;3;1978;6;DM;M;42
1529;12;3;1978;2;DM;M;38
1530;12;3;1978;14;NA;M;169
1531;12;3;1978;4;DS;M;118
1532;12;3;1978;13;OL;F;29
1533;12;3;1978;3;OT;F;23
1534;12;3;1978;2;DM;F;40
1535;12;3;1978;2;DM;F;43
1536;12;3;1978;18;DM;F;38
1537;12;3;1978;5;DS;M;142
1538;12;3;1978;14;DM;M;45
1539;12;3;1978;2;DM;M;49
1540;12;3;1978;13;DS;F;111
1541;12;3;1978;2;OT;M;
1542;12;3;1978;3;OT;M;28
1543;12;3;1978;2;OL;F;38
1544;12;3;1978;2;OL;M;32
1545;12;3;1978;13;DM;F;
1546;12;3;1978;6;OL;M;36
1547;12;3;1978;5;OT;F;26
1548;12;3;1978;5;OT;M;21
1549;12;3;1978;7;;;
1550;12;3;1978;15;;;
1551;12;3;1978;16;DM;M;45
1552;1;28;1979;22;DM;F;37
1553;1;28;1979;8;DS;F;128
1554;1;28;1979;9;DM;F;42
1555;1;28;1979;11;DM;M;37
1556;1;28;1979;22;DM;M;
1557;1;28;1979;17;DM;F;48
1558;1;28;1979;12;DM;M;45
1559;1;28;1979;17;DM;F;42
1560;1;28;1979;11;DO;M;52
1561;1;28;1979;22;OL;M;35
1562;1;28;1979;11;DM;M;50
